timestamp,solar_mw
2024-01-15 19:00:00,0.0
2024-01-15 20:00:00,0.0
2024-01-15 21:00:00,9.43
2024-01-15 22:00:00,0.0
2024-01-15 23:00:00,12.66
2024-01-16 00:00:00,4.06
2024-01-16 01:00:00,0.0
2024-01-16 02:00:00,30.95
2024-01-16 03:00:00,35.92
2024-01-16 04:00:00,0.0
2024-01-16 05:00:00,0.0
2024-01-16 06:00:00,5.72
2024-01-16 07:00:00,136.1
2024-01-16 08:00:00,263.17
2024-01-16 09:00:00,393.76
2024-01-16 10:00:00,429.47
2024-01-16 11:00:00,467.0
2024-01-16 12:00:00,472.41
2024-01-16 13:00:00,468.34
2024-01-16 14:00:00,432.35
2024-01-16 15:00:00,389.44
2024-01-16 16:00:00,239.65
2024-01-16 17:00:00,133.89
2024-01-16 18:00:00,0.0
2024-01-16 19:00:00,23.77
2024-01-16 20:00:00,50.54
2024-01-16 21:00:00,0.0
2024-01-16 22:00:00,0.0
2024-01-16 23:00:00,20.88
2024-01-17 00:00:00,13.64
2024-01-17 01:00:00,36.93
2024-01-17 02:00:00,11.68
2024-01-17 03:00:00,0.0
2024-01-17 04:00:00,11.81
2024-01-17 05:00:00,22.17
2024-01-17 06:00:00,16.41
2024-01-17 07:00:00,139.56
2024-01-17 08:00:00,271.33
2024-01-17 09:00:00,376.94
2024-01-17 10:00:00,460.66
2024-01-17 11:00:00,495.94
2024-01-17 12:00:00,496.66
2024-01-17 13:00:00,485.9
2024-01-17 14:00:00,457.14
2024-01-17 15:00:00,337.21
2024-01-17 16:00:00,257.37
2024-01-17 17:00:00,121.54
2024-01-17 18:00:00,0.57
2024-01-17 19:00:00,25.57
2024-01-17 20:00:00,3.82
2024-01-17 21:00:00,0.93
2024-01-17 22:00:00,0.0
2024-01-17 23:00:00,14.93
2024-01-18 00:00:00,12.91
2024-01-18 01:00:00,43.27
2024-01-18 02:00:00,0.0
2024-01-18 03:00:00,4.38
2024-01-18 04:00:00,4.99
2024-01-18 05:00:00,31.55
2024-01-18 06:00:00,0.0
2024-01-18 07:00:00,134.99
2024-01-18 08:00:00,262.16
2024-01-18 09:00:00,357.29
2024-01-18 10:00:00,424.08
2024-01-18 11:00:00,486.84
2024-01-18 12:00:00,521.47
2024-01-18 13:00:00,462.43
2024-01-18 14:00:00,435.67
2024-01-18 15:00:00,339.55
2024-01-18 16:00:00,273.9
2024-01-18 17:00:00,98.95
2024-01-18 18:00:00,0.0
2024-01-18 19:00:00,7.54
2024-01-18 20:00:00,31.31
2024-01-18 21:00:00,0.0
2024-01-18 22:00:00,0.0
2024-01-18 23:00:00,37.62
2024-01-19 00:00:00,0.0
2024-01-19 01:00:00,0.0
2024-01-19 02:00:00,8.8
2024-01-19 03:00:00,0.0
2024-01-19 04:00:00,0.0
2024-01-19 05:00:00,14.17
2024-01-19 06:00:00,4.88
2024-01-19 07:00:00,118.13
2024-01-19 08:00:00,224.39
2024-01-19 09:00:00,371.0
2024-01-19 10:00:00,446.02
2024-01-19 11:00:00,480.98
2024-01-19 12:00:00,536.93
2024-01-19 13:00:00,461.56
2024-01-19 14:00:00,402.5
2024-01-19 15:00:00,339.72
2024-01-19 16:00:00,249.09
2024-01-19 17:00:00,134.28
2024-01-19 18:00:00,0.0
2024-01-19 19:00:00,7.04
2024-01-19 20:00:00,0.0
2024-01-19 21:00:00,28.88
2024-01-19 22:00:00,0.0
2024-01-19 23:00:00,22.35
2024-01-20 00:00:00,6.85
2024-01-20 01:00:00,9.14
2024-01-20 02:00:00,11.4
2024-01-20 03:00:00,8.95
2024-01-20 04:00:00,12.85
2024-01-20 05:00:00,26.58
2024-01-20 06:00:00,3.93
2024-01-20 07:00:00,143.59
2024-01-20 08:00:00,248.21
2024-01-20 09:00:00,382.36
2024-01-20 10:00:00,419.48
2024-01-20 11:00:00,518.98
2024-01-20 12:00:00,499.2
2024-01-20 13:00:00,454.35
2024-01-20 14:00:00,435.57
2024-01-20 15:00:00,339.93
2024-01-20 16:00:00,266.81
2024-01-20 17:00:00,116.36
2024-01-20 18:00:00,0.0
2024-01-20 19:00:00,0.0
2024-01-20 20:00:00,0.0
2024-01-20 21:00:00,0.0
2024-01-20 22:00:00,0.0
2024-01-20 23:00:00,15.21
2024-01-21 00:00:00,15.72
2024-01-21 01:00:00,8.51
2024-01-21 02:00:00,0.0
2024-01-21 03:00:00,0.0
2024-01-21 04:00:00,0.0
2024-01-21 05:00:00,0.0
2024-01-21 06:00:00,30.07
2024-01-21 07:00:00,146.96
2024-01-21 08:00:00,245.58
2024-01-21 09:00:00,354.09
2024-01-21 10:00:00,437.18
2024-01-21 11:00:00,442.13
2024-01-21 12:00:00,495.06
2024-01-21 13:00:00,469.32
2024-01-21 14:00:00,412.98
2024-01-21 15:00:00,347.93
2024-01-21 16:00:00,285.95
2024-01-21 17:00:00,142.23
2024-01-21 18:00:00,0.0
2024-01-21 19:00:00,11.45
