timestamp,demand_mw
2024-01-08 06:00:00,1056.66
2024-01-08 07:00:00,1057.74
2024-01-08 08:00:00,1020.15
2024-01-08 09:00:00,1035.56
2024-01-08 10:00:00,970.09
2024-01-08 11:00:00,1021.82
2024-01-08 12:00:00,947.79
2024-01-08 13:00:00,891.77
2024-01-08 14:00:00,871.53
2024-01-08 15:00:00,900.56
2024-01-08 16:00:00,878.88
2024-01-08 17:00:00,904.37
2024-01-08 18:00:00,906.38
2024-01-08 19:00:00,906.21
2024-01-08 20:00:00,904.9
2024-01-08 21:00:00,909.6
2024-01-08 22:00:00,959.63
2024-01-08 23:00:00,1015.89
2024-01-09 00:00:00,1022.31
2024-01-09 01:00:00,1005.55
2024-01-09 02:00:00,1056.73
2024-01-09 03:00:00,1072.64
2024-01-09 04:00:00,1045.74
2024-01-09 05:00:00,1070.43
2024-01-09 06:00:00,1060.81
2024-01-09 07:00:00,1018.11
2024-01-09 08:00:00,1038.39
2024-01-09 09:00:00,1022.87
2024-01-09 10:00:00,1013.4
2024-01-09 11:00:00,989.78
2024-01-09 12:00:00,907.32
2024-01-09 13:00:00,899.38
2024-01-09 14:00:00,920.8
2024-01-09 15:00:00,910.96
2024-01-09 16:00:00,906.96
2024-01-09 17:00:00,992.46
2024-01-09 18:00:00,918.44
2024-01-09 19:00:00,946.04
2024-01-09 20:00:00,959.54
2024-01-09 21:00:00,973.37
2024-01-09 22:00:00,972.53
2024-01-09 23:00:00,1023.08
2024-01-10 00:00:00,1007.25
2024-01-10 01:00:00,1040.4
2024-01-10 02:00:00,1049.88
2024-01-10 03:00:00,1074.68
2024-01-10 04:00:00,1135.32
2024-01-10 05:00:00,1029.52
2024-01-10 06:00:00,1086.13
2024-01-10 07:00:00,1015.98
2024-01-10 08:00:00,1027.26
2024-01-10 09:00:00,1045.69
2024-01-10 10:00:00,997.55
2024-01-10 11:00:00,946.11
2024-01-10 12:00:00,933.5
2024-01-10 13:00:00,949.43
2024-01-10 14:00:00,899.28
2024-01-10 15:00:00,913.14
2024-01-10 16:00:00,904.84
2024-01-10 17:00:00,889.47
2024-01-10 18:00:00,967.39
2024-01-10 19:00:00,943.12
2024-01-10 20:00:00,894.68
2024-01-10 21:00:00,971.37
2024-01-10 22:00:00,973.49
2024-01-10 23:00:00,1035.03
2024-01-11 00:00:00,1016.38
2024-01-11 01:00:00,1053.07
2024-01-11 02:00:00,1084.26
2024-01-11 03:00:00,1103.89
2024-01-11 04:00:00,1057.07
2024-01-11 05:00:00,1077.46
2024-01-11 06:00:00,1066.72
2024-01-11 07:00:00,1049.59
2024-01-11 08:00:00,1092.82
2024-01-11 09:00:00,1038.21
2024-01-11 10:00:00,974.04
2024-01-11 11:00:00,1005.62
2024-01-11 12:00:00,1014.06
2024-01-11 13:00:00,967.87
2024-01-11 14:00:00,889.18
2024-01-11 15:00:00,905.25
2024-01-11 16:00:00,945.0
2024-01-11 17:00:00,897.69
2024-01-11 18:00:00,934.5
2024-01-11 19:00:00,956.25
2024-01-11 20:00:00,931.75
2024-01-11 21:00:00,974.84
2024-01-11 22:00:00,918.62
2024-01-11 23:00:00,997.73
2024-01-12 00:00:00,1039.5
2024-01-12 01:00:00,1034.36
2024-01-12 02:00:00,1122.06
2024-01-12 03:00:00,1056.11
2024-01-12 04:00:00,1085.7
2024-01-12 05:00:00,1098.71
2024-01-12 06:00:00,1124.25
2024-01-12 07:00:00,1039.64
2024-01-12 08:00:00,1087.38
2024-01-12 09:00:00,1037.96
2024-01-12 10:00:00,990.64
2024-01-12 11:00:00,1003.84
2024-01-12 12:00:00,975.6
2024-01-12 13:00:00,936.67
2024-01-12 14:00:00,938.53
2024-01-12 15:00:00,917.34
2024-01-12 16:00:00,925.78
2024-01-12 17:00:00,941.55
2024-01-12 18:00:00,972.68
2024-01-12 19:00:00,915.56
2024-01-12 20:00:00,1017.87
2024-01-12 21:00:00,937.14
2024-01-12 22:00:00,1005.48
2024-01-12 23:00:00,1047.67
2024-01-13 00:00:00,1062.46
2024-01-13 01:00:00,1059.61
2024-01-13 02:00:00,1085.67
2024-01-13 03:00:00,1089.16
2024-01-13 04:00:00,1091.58
2024-01-13 05:00:00,1126.3
2024-01-13 06:00:00,1106.76
2024-01-13 07:00:00,1067.84
2024-01-13 08:00:00,1090.41
2024-01-13 09:00:00,1055.0
2024-01-13 10:00:00,1045.12
2024-01-13 11:00:00,1017.65
2024-01-13 12:00:00,959.52
2024-01-13 13:00:00,947.29
2024-01-13 14:00:00,965.08
2024-01-13 15:00:00,951.85
2024-01-13 16:00:00,932.04
2024-01-13 17:00:00,937.55
2024-01-13 18:00:00,974.59
2024-01-13 19:00:00,941.34
2024-01-13 20:00:00,987.84
2024-01-13 21:00:00,990.51
2024-01-13 22:00:00,1013.45
2024-01-13 23:00:00,1070.05
2024-01-14 00:00:00,1085.69
2024-01-14 01:00:00,1105.13
2024-01-14 02:00:00,1133.13
2024-01-14 03:00:00,1111.63
2024-01-14 04:00:00,1132.98
2024-01-14 05:00:00,1106.92
2024-01-14 06:00:00,1115.56
2024-01-14 07:00:00,1091.52
2024-01-14 08:00:00,1079.96
2024-01-14 09:00:00,1071.82
2024-01-14 10:00:00,1013.96
2024-01-14 11:00:00,1063.84
2024-01-14 12:00:00,964.71
2024-01-14 13:00:00,940.56
2024-01-14 14:00:00,984.97
2024-01-14 15:00:00,966.0
2024-01-14 16:00:00,957.78
2024-01-14 17:00:00,959.95
2024-01-14 18:00:00,951.96
2024-01-14 19:00:00,943.31
2024-01-14 20:00:00,985.68
2024-01-14 21:00:00,988.25
2024-01-14 22:00:00,1052.89
2024-01-14 23:00:00,1048.52
2024-01-15 00:00:00,1054.03
2024-01-15 01:00:00,1086.38
2024-01-15 02:00:00,1120.44
2024-01-15 03:00:00,1106.63
2024-01-15 04:00:00,1105.0
2024-01-15 05:00:00,1130.39
2024-01-15 06:00:00,1123.2
2024-01-15 07:00:00,1091.72
2024-01-15 08:00:00,1075.38
2024-01-15 09:00:00,1072.36
2024-01-15 10:00:00,1007.83
2024-01-15 11:00:00,985.96
2024-01-15 12:00:00,981.52
2024-01-15 13:00:00,975.2
2024-01-15 14:00:00,973.41
2024-01-15 15:00:00,992.71
2024-01-15 16:00:00,973.24
2024-01-15 17:00:00,949.86
2024-01-15 18:00:00,961.41
2024-01-15 19:00:00,950.3
2024-01-15 20:00:00,992.94
2024-01-15 21:00:00,1007.59
2024-01-15 22:00:00,1046.2
2024-01-15 23:00:00,1041.14
2024-01-16 00:00:00,1097.27
2024-01-16 01:00:00,1142.35
2024-01-16 02:00:00,1117.01
2024-01-16 03:00:00,1140.39
2024-01-16 04:00:00,1152.43
2024-01-16 05:00:00,1123.89
2024-01-16 06:00:00,1132.3
2024-01-16 07:00:00,1114.33
2024-01-16 08:00:00,1099.22
2024-01-16 09:00:00,1056.85
2024-01-16 10:00:00,1054.27
2024-01-16 11:00:00,1043.22
2024-01-16 12:00:00,1045.38
2024-01-16 13:00:00,1014.14
2024-01-16 14:00:00,1029.09
2024-01-16 15:00:00,946.26
2024-01-16 16:00:00,983.23
2024-01-16 17:00:00,968.06
2024-01-16 18:00:00,1026.25
2024-01-16 19:00:00,964.78
2024-01-16 20:00:00,982.03
2024-01-16 21:00:00,1009.44
2024-01-16 22:00:00,994.65
2024-01-16 23:00:00,1058.29
2024-01-17 00:00:00,1074.93
2024-01-17 01:00:00,1117.41
2024-01-17 02:00:00,1137.89
2024-01-17 03:00:00,1186.87
2024-01-17 04:00:00,1168.55
2024-01-17 05:00:00,1129.12
2024-01-17 06:00:00,1113.85
2024-01-17 07:00:00,1135.93
2024-01-17 08:00:00,1073.39
2024-01-17 09:00:00,1131.59
2024-01-17 10:00:00,1092.76
2024-01-17 11:00:00,1028.66
2024-01-17 12:00:00,975.89
2024-01-17 13:00:00,1033.62
2024-01-17 14:00:00,982.01
2024-01-17 15:00:00,1006.01
2024-01-17 16:00:00,931.18
2024-01-17 17:00:00,958.11
2024-01-17 18:00:00,981.25
2024-01-17 19:00:00,995.78
2024-01-17 20:00:00,1001.39
2024-01-17 21:00:00,1049.61
2024-01-17 22:00:00,1030.68
2024-01-17 23:00:00,1077.5
2024-01-18 00:00:00,1106.53
2024-01-18 01:00:00,1136.13
2024-01-18 02:00:00,1156.76
2024-01-18 03:00:00,1121.47
2024-01-18 04:00:00,1116.06
2024-01-18 05:00:00,1185.1
2024-01-18 06:00:00,1154.24
2024-01-18 07:00:00,1114.54
2024-01-18 08:00:00,1154.79
2024-01-18 09:00:00,1098.31
2024-01-18 10:00:00,1102.38
2024-01-18 11:00:00,1051.69
2024-01-18 12:00:00,1079.86
2024-01-18 13:00:00,1053.28
2024-01-18 14:00:00,988.27
2024-01-18 15:00:00,1008.98
2024-01-18 16:00:00,996.79
2024-01-18 17:00:00,1016.93
2024-01-18 18:00:00,966.62
2024-01-18 19:00:00,1021.37
2024-01-18 20:00:00,1048.72
2024-01-18 21:00:00,999.69
2024-01-18 22:00:00,1037.4
2024-01-18 23:00:00,1039.7
2024-01-19 00:00:00,1106.41
2024-01-19 01:00:00,1150.83
2024-01-19 02:00:00,1186.15
2024-01-19 03:00:00,1161.05
2024-01-19 04:00:00,1204.75
2024-01-19 05:00:00,1128.27
2024-01-19 06:00:00,1112.97
2024-01-19 07:00:00,1141.48
2024-01-19 08:00:00,1135.24
2024-01-19 09:00:00,1104.22
2024-01-19 10:00:00,1030.83
2024-01-19 11:00:00,1057.4
2024-01-19 12:00:00,1005.34
2024-01-19 13:00:00,1035.76
2024-01-19 14:00:00,1013.28
2024-01-19 15:00:00,970.81
2024-01-19 16:00:00,977.43
2024-01-19 17:00:00,965.85
2024-01-19 18:00:00,998.79
2024-01-19 19:00:00,1037.72
2024-01-19 20:00:00,1007.24
2024-01-19 21:00:00,1065.88
2024-01-19 22:00:00,1063.35
2024-01-19 23:00:00,1080.47
2024-01-20 00:00:00,1120.09
2024-01-20 01:00:00,1116.63
2024-01-20 02:00:00,1144.37
2024-01-20 03:00:00,1138.87
2024-01-20 04:00:00,1222.77
2024-01-20 05:00:00,1173.28
2024-01-20 06:00:00,1147.68
2024-01-20 07:00:00,1157.84
2024-01-20 08:00:00,1132.45
2024-01-20 09:00:00,1109.13
2024-01-20 10:00:00,1107.49
2024-01-20 11:00:00,1088.18
2024-01-20 12:00:00,1034.31
2024-01-20 13:00:00,1014.24
2024-01-20 14:00:00,1006.86
2024-01-20 15:00:00,946.38
2024-01-20 16:00:00,962.02
2024-01-20 17:00:00,1036.12
2024-01-20 18:00:00,1051.1
2024-01-20 19:00:00,1017.23
2024-01-20 20:00:00,1055.91
2024-01-20 21:00:00,1070.68
2024-01-20 22:00:00,1163.2
2024-01-20 23:00:00,1137.9
2024-01-21 00:00:00,1129.19
2024-01-21 01:00:00,1128.24
2024-01-21 02:00:00,1127.67
2024-01-21 03:00:00,1183.53
2024-01-21 04:00:00,1164.36
2024-01-21 05:00:00,1146.46
2024-01-21 06:00:00,1158.63
2024-01-21 07:00:00,1135.07
2024-01-21 08:00:00,1187.05
2024-01-21 09:00:00,1146.32
2024-01-21 10:00:00,1101.55
2024-01-21 11:00:00,1115.86
2024-01-21 12:00:00,1059.13
2024-01-21 13:00:00,1016.72
2024-01-21 14:00:00,1061.43
2024-01-21 15:00:00,1027.02
2024-01-21 16:00:00,983.58
2024-01-21 17:00:00,1006.81
2024-01-21 18:00:00,997.71
2024-01-21 19:00:00,998.51
