TimeStamp,TurbID,Day,Wspd,Wdir,Etmp,Itmp,Ndir,Prtv,Patv
2023-01-02 04:45:00,1,2,1.12,8.62,16.37,29.7,129.0,1.0,-10.6
2023-01-02 05:00:00,1,2,0.69,-4.11,15.56,29.63,141.0,-0.3,0.0
2023-01-02 05:15:00,1,2,1.52,-23.4,14.38,29.0,141.0,-0.3,0.0
2023-01-02 05:30:00,1,2,1.3,-28.35,14.06,28.7,141.0,-0.3,0.0
2023-01-02 05:45:00,1,2,1.34,-77.8,13.88,28.42,141.0,-0.3,0.0
2023-01-02 06:00:00,1,2,1.8,-102.8,13.38,28.23,141.0,-0.3,0.0
2023-01-02 06:15:00,1,2,2.8,-40.53,13.56,27.85,37.75,-0.3,0.0
2023-01-02 06:30:00,1,2,3.76,4.11,14.62,28.0,40.25,13.06,112.3
2023-01-02 06:45:00,1,2,3.19,4.9,15.19,28.27,61.25,-19.0,92.96
2023-01-02 07:00:00,1,2,4.97,5.5,15.62,28.95,61.25,-47.5,263.16
2023-01-02 07:15:00,1,2,4.57,-6.71,16.38,28.67,61.25,-20.75,190.58
2023-01-02 07:30:00,1,2,3.43,4.38,13.88,27.58,72.0,-25.5,120.45
2023-01-02 07:45:00,1,2,2.04,-0.7,12.75,27.02,72.0,-0.3,53.15
2023-01-02 08:00:00,1,2,1.67,-0.2,12.56,27.02,72.0,2.5,14.62
2023-01-02 08:15:00,1,2,1.66,-6.28,12.88,25.88,46.75,-0.3,0.0
2023-01-02 08:30:00,1,2,1.98,-7.89,13.06,26.58,46.75,-0.3,0.0
2023-01-02 08:45:00,1,2,2.72,16.39,12.94,27.05,46.75,-0.3,0.0
2023-01-02 09:00:00,1,2,1.84,-4.51,13.25,27.27,62.75,-0.3,0.0
2023-01-02 09:15:00,1,2,1.55,0.5,13.56,27.5,62.75,-0.3,0.0
2023-01-02 09:30:00,1,2,3.11,24.73,13.62,27.75,62.75,-0.3,0.0
2023-01-02 09:45:00,1,2,2.09,4.29,16.12,28.5,78.0,-13.88,72.8
2023-01-02 10:00:00,1,2,2.07,4.02,17.38,30.1,90.5,-15.69,73.3
2023-01-02 10:15:00,1,2,2.53,-8.19,17.25,30.55,78.0,-15.0,88.8
2023-01-02 10:30:00,1,2,1.49,10.1,15.19,29.1,53.0,-9.75,38.48
2023-01-02 10:45:00,1,2,2.47,5.61,15.06,28.75,78.0,-14.56,114.64
2023-01-02 11:00:00,1,2,3.55,-9.02,15.25,28.88,78.0,-24.0,126.96
2023-01-02 11:15:00,1,2,4.23,3.11,15.44,29.0,78.0,-37.25,190.28
2023-01-02 11:30:00,1,2,1.71,14.93,16.0,29.23,78.0,-21.88,104.14
2023-01-02 11:45:00,1,2,0.56,12.02,16.5,29.52,51.75,0.0,-15.7
2023-01-02 12:00:00,1,2,1.9,-1.7,16.87,29.85,65.5,-30.25,138.6
2023-01-02 12:15:00,1,2,2.41,0.7,18.12,30.08,55.0,-83.0,405.86
2023-01-02 12:30:00,1,2,2.65,-11.12,17.87,30.52,55.0,-38.0,189.25
2023-01-02 12:45:00,1,2,2.78,1.2,17.88,30.85,75.0,-11.25,245.76
2023-01-02 13:00:00,1,2,1.63,-14.06,18.62,31.2,54.0,-23.0,136.02
2023-01-02 13:15:00,1,2,2.08,19.26,18.75,31.17,57.25,-17.88,101.15
2023-01-02 13:30:00,1,2,3.52,-7.88,19.13,31.58,52.5,-42.75,197.95
2023-01-02 13:45:00,1,2,4.09,-5.1,19.37,32.2,45.0,-36.75,175.86
2023-01-02 14:00:00,1,2,3.07,24.08,19.5,32.1,62.5,-7.59,133.47
2023-01-02 14:15:00,1,2,1.54,3.3,19.25,32.65,47.5,-2.89,19.1
2023-01-02 14:30:00,1,2,4.13,25.02,19.62,33.05,60.0,-51.5,270.74
2023-01-02 14:45:00,1,2,4.49,22.84,19.88,32.75,33.0,-75.5,325.71
2023-01-02 15:00:00,1,2,5.33,-8.6,20.0,33.1,57.0,-45.0,243.63
2023-01-02 15:15:00,1,2,4.85,-5.1,21.0,33.15,51.5,-56.25,283.63
2023-01-02 15:30:00,1,2,2.39,-18.81,20.5,33.7,58.5,-6.19,25.62
2023-01-02 15:45:00,1,2,4.14,-15.73,21.12,33.55,54.75,-8.0,103.29
2023-01-02 16:00:00,1,2,4.75,13.53,20.88,33.65,24.63,-87.5,323.21
2023-01-02 16:15:00,1,2,1.94,8.71,20.38,34.2,41.25,-17.13,74.94
2023-01-02 16:30:00,1,2,5.01,-12.78,21.88,33.6,55.25,-42.0,225.29
2023-01-02 16:45:00,1,2,6.32,2.61,21.25,33.75,60.75,-62.75,346.73
2023-01-02 17:00:00,1,2,4.52,-12.72,21.5,33.85,55.25,-33.5,182.51
2023-01-02 17:15:00,1,2,5.85,-7.51,22.38,33.65,54.5,-29.5,336.26
2023-01-02 17:30:00,1,2,3.04,-3.4,21.26,33.75,68.5,-15.69,103.5
2023-01-02 17:45:00,1,2,5.92,7.1,22.62,33.65,49.5,-43.5,422.96
2023-01-02 18:00:00,1,2,4.8,4.39,21.5,33.9,45.5,-6.19,270.12
2023-01-02 18:15:00,1,2,4.98,-8.09,21.75,33.55,19.0,-51.5,393.86
2023-01-02 18:30:00,1,2,5.26,3.01,21.08,33.6,16.5,-41.0,441.63
2023-01-02 18:45:00,1,2,6.73,-1.7,21.5,33.25,34.0,-130.0,663.03
2023-01-02 19:00:00,1,2,3.62,-4.2,21.0,33.5,25.38,-41.5,189.12
2023-01-02 19:15:00,1,2,5.35,11.79,20.0,33.35,25.38,-53.0,252.37
2023-01-02 19:30:00,1,2,3.59,-8.77,20.38,32.8,25.38,-49.0,244.02
2023-01-02 19:45:00,1,2,4.43,1.91,19.62,32.4,15.5,-70.5,335.99
2023-01-02 20:00:00,1,2,3.4,5.21,19.13,32.0,15.5,-27.38,143.0
2023-01-02 20:15:00,1,2,1.72,-7.3,18.62,32.3,26.13,-6.19,30.33
2023-01-02 20:30:00,1,2,2.83,6.38,18.38,32.25,26.13,-22.25,87.17
2023-01-02 20:45:00,1,2,1.41,-2.39,18.63,31.92,38.5,-22.25,67.17
2023-01-02 21:00:00,1,2,1.52,7.81,18.12,32.2,38.5,-23.75,65.01
2023-01-02 21:15:00,1,2,1.25,9.71,18.25,31.75,51.25,-3.59,12.44
2023-01-02 21:30:00,1,2,1.63,5.8,18.5,32.2,63.75,-19.63,62.0
2023-01-02 21:45:00,1,2,1.53,-0.4,18.87,32.2,63.75,7.28,40.75
2023-01-02 22:00:00,1,2,1.16,5.1,18.0,31.52,63.75,-0.3,0.0
2023-01-02 22:15:00,1,2,1.38,41.82,17.62,31.67,63.75,-0.3,0.0
2023-01-02 22:30:00,1,2,1.55,53.71,17.62,31.6,63.75,-0.3,0.0
2023-01-02 22:45:00,1,2,3.09,-15.54,17.87,31.25,140.0,-12.0,70.28
2023-01-02 23:00:00,1,2,2.44,2.69,20.12,34.65,128.0,8.0,52.14
2023-01-02 23:15:00,1,2,1.77,4.03,17.5,34.1,140.0,5.09,45.73
2023-01-02 23:30:00,1,2,3.25,6.9,17.5,31.88,153.0,-24.0,116.05
2023-01-02 23:45:00,1,2,8.24,-9.23,17.5,30.15,211.0,-44.5,224.23
2023-01-03 00:00:00,1,3,8.89,3.3,16.39,29.1,204.0,-37.5,241.19
2023-01-03 00:15:00,1,3,9.27,-2.51,17.37,28.58,212.0,-155.5,1168.92
2023-01-03 00:30:00,1,3,9.02,-3.3,17.13,29.17,212.0,-152.0,1053.68
2023-01-03 00:45:00,1,3,7.16,-1.1,15.69,29.58,212.0,-128.0,628.47
2023-01-03 01:00:00,1,3,7.88,-0.4,14.75,29.33,212.0,-202.0,987.64
2023-01-03 01:15:00,1,3,8.74,-1.6,15.75,29.23,212.0,-214.0,1087.79
2023-01-03 01:30:00,1,3,7.5,-1.0,15.89,29.3,212.0,-100.0,851.81
2023-01-03 01:45:00,1,3,6.57,1.2,14.75,29.4,212.0,-128.0,763.23
2023-01-03 02:00:00,1,3,6.54,1.2,13.62,29.55,212.0,-158.0,748.93
2023-01-03 02:15:00,1,3,7.82,-0.3,14.08,29.3,212.0,-64.5,831.51
2023-01-03 02:30:00,1,3,3.87,4.61,12.75,29.05,212.0,-98.5,497.75
2023-01-03 02:45:00,1,3,3.17,1.9,11.88,28.6,212.0,-52.5,255.88
2023-01-03 03:00:00,1,3,1.73,5.28,11.56,28.08,212.0,-45.25,229.2
2023-01-03 03:15:00,1,3,2.38,0.3,11.81,27.58,223.0,-62.75,311.75
2023-01-03 03:30:00,1,3,5.36,7.3,11.69,27.1,223.0,-89.0,440.4
2023-01-03 03:45:00,1,3,3.52,-3.51,11.5,26.7,223.0,-36.75,267.34
2023-01-03 04:00:00,1,3,3.55,-5.39,11.06,26.25,223.0,-16.0,136.04
2023-01-03 04:15:00,1,3,5.17,0.1,10.62,25.98,212.0,-4.0,254.76
2023-01-03 04:30:00,1,3,4.72,11.91,10.06,25.52,216.0,-20.75,249.07
2023-01-03 04:45:00,1,3,4.4,0.8,10.25,25.25,223.0,-46.75,212.09
2023-01-03 05:00:00,1,3,4.76,4.28,9.75,25.08,223.0,-41.5,226.09
2023-01-03 05:15:00,1,3,5.1,9.56,9.25,24.9,223.0,-61.5,297.48
2023-01-03 05:30:00,1,3,3.67,-12.89,10.38,24.92,224.0,-42.25,206.74
2023-01-03 05:45:00,1,3,3.62,-1.3,9.69,24.67,223.0,-49.25,247.74
2023-01-03 06:00:00,1,3,5.47,-1.0,9.06,24.6,234.0,-41.25,265.52
2023-01-03 06:15:00,1,3,4.94,3.31,9.56,24.6,223.0,-38.0,299.63
2023-01-03 06:30:00,1,3,4.65,-5.88,9.5,24.73,223.0,-52.25,258.66
2023-01-03 06:45:00,1,3,4.8,-1.7,9.5,24.7,223.0,-35.5,284.11
2023-01-03 07:00:00,1,3,5.25,-7.5,9.62,24.7,223.0,-7.28,257.72
2023-01-03 07:15:00,1,3,4.86,-5.21,9.81,24.67,223.0,-57.25,272.36
2023-01-03 07:30:00,1,3,4.63,-4.38,9.62,24.73,223.0,-37.25,344.41
2023-01-03 07:45:00,1,3,5.0,-7.4,9.25,24.98,223.0,-26.63,356.55
2023-01-03 08:00:00,1,3,2.73,3.2,9.38,24.92,212.0,-7.59,247.86
2023-01-03 08:15:00,1,3,3.3,-1.9,8.69,24.67,223.0,-40.0,282.42
2023-01-03 08:30:00,1,3,4.7,-1.2,9.56,25.05,223.0,-114.5,640.84
2023-01-03 08:45:00,1,3,2.88,-6.4,10.25,25.27,223.0,-100.0,505.72
2023-01-03 09:00:00,1,3,5.14,-5.52,12.06,25.85,214.0,-185.0,872.74
2023-01-03 09:15:00,1,3,4.21,0.8,11.12,26.58,214.0,-84.0,638.14
2023-01-03 09:30:00,1,3,4.43,3.51,11.56,26.95,214.0,-60.25,560.84
2023-01-03 09:45:00,1,3,8.12,2.51,14.25,27.13,223.0,24.5,873.59
2023-01-03 10:00:00,1,3,10.73,2.89,15.06,27.55,223.0,-19.0,681.61
2023-01-03 10:15:00,1,3,9.31,5.61,14.5,27.55,223.0,-62.75,365.59
2023-01-03 10:30:00,1,3,10.64,-2.8,14.62,27.35,238.0,-51.0,430.83
2023-01-03 10:45:00,1,3,10.8,-5.19,14.75,27.35,238.0,-19.0,408.52
2023-01-03 11:00:00,1,3,9.89,-11.69,14.88,27.25,241.0,-34.0,273.37
2023-01-03 11:15:00,1,3,9.15,-7.8,15.0,27.35,235.0,-32.0,224.52
2023-01-03 11:30:00,1,3,10.72,2.4,15.4,27.35,235.0,-48.25,228.88
2023-01-03 11:45:00,1,3,8.89,4.4,15.62,27.48,234.0,-43.75,223.93
2023-01-03 12:00:00,1,3,10.85,-3.69,15.75,27.58,248.0,-46.5,252.05
2023-01-03 12:15:00,1,3,10.71,-0.8,16.0,27.55,233.0,-56.0,226.44
2023-01-03 12:30:00,1,3,8.51,6.1,16.0,27.9,244.0,-44.25,218.59
2023-01-03 12:45:00,1,3,10.09,9.59,16.5,28.1,233.0,-49.25,231.78
2023-01-03 13:00:00,1,3,7.23,2.31,17.0,28.33,241.0,-6.88,225.25
2023-01-03 13:15:00,1,3,9.14,4.12,17.0,28.5,247.0,-57.0,222.9
2023-01-03 13:30:00,1,3,9.27,-6.51,17.37,28.95,235.0,-43.75,263.68
2023-01-03 13:45:00,1,3,8.02,-2.11,17.62,28.92,236.0,-46.75,227.2
2023-01-03 14:00:00,1,3,9.69,4.4,18.0,29.0,253.0,-61.5,294.44
2023-01-03 14:15:00,1,3,7.78,8.93,18.12,29.33,233.0,-54.0,255.2
2023-01-03 14:30:00,1,3,7.92,-6.89,18.25,29.42,242.0,-74.0,239.47
2023-01-03 14:45:00,1,3,9.28,2.0,18.25,29.63,242.0,-48.25,228.25
2023-01-03 15:00:00,1,3,4.52,-2.69,18.5,29.73,256.0,-6.19,222.3
2023-01-03 15:15:00,1,3,7.32,3.4,18.75,29.83,256.0,-44.5,221.51
2023-01-03 15:30:00,1,3,6.53,-3.3,19.0,29.8,248.0,-48.25,224.98
2023-01-03 15:45:00,1,3,5.43,-11.42,19.38,29.8,249.0,-49.0,227.98
2023-01-03 16:00:00,1,3,6.2,11.71,19.38,30.05,248.0,1.4,236.28
2023-01-03 16:15:00,1,3,6.77,14.7,19.62,30.15,237.0,-42.75,428.26
2023-01-03 16:30:00,1,3,11.33,-3.81,20.75,30.98,252.0,-58.0,573.25
2023-01-03 16:45:00,1,3,7.44,-1.0,20.87,31.25,255.0,52.5,571.37
2023-01-03 17:00:00,1,3,13.3,-1.1,21.62,31.63,254.0,120.0,830.47
2023-01-03 17:15:00,1,3,9.17,2.61,21.93,32.15,237.0,151.5,1407.61
2023-01-03 17:30:00,1,3,9.79,1.8,21.7,32.8,244.0,86.25,1549.89
2023-01-03 17:45:00,1,3,9.27,-4.9,22.52,33.7,245.0,119.5,1109.73
2023-01-03 18:00:00,1,3,11.25,-8.03,22.86,34.15,251.0,-1.0,1532.89
2023-01-03 18:15:00,1,3,9.16,-8.02,23.0,34.35,253.0,0.0,1160.25
2023-01-03 18:30:00,1,3,10.17,0.7,23.12,34.65,246.0,115.5,1215.52
2023-01-03 18:45:00,1,3,11.56,-6.2,22.77,34.65,246.0,-169.0,1196.49
2023-01-03 19:00:00,1,3,9.19,1.9,22.0,34.5,246.0,98.0,1097.48
2023-01-03 19:15:00,1,3,7.64,-3.3,21.13,34.7,246.0,75.75,913.21
2023-01-03 19:30:00,1,3,8.45,-1.01,20.12,34.65,246.0,107.0,1057.72
2023-01-03 19:45:00,1,3,9.43,-2.9,20.87,34.45,238.0,109.0,1122.79
2023-01-03 20:00:00,1,3,11.5,1.2,21.5,33.7,238.0,104.75,1123.7
2023-01-03 20:15:00,1,3,9.85,-7.7,21.0,33.55,238.0,108.0,1075.12
2023-01-03 20:30:00,1,3,12.21,-2.81,21.12,33.0,230.0,102.0,1215.01
2023-01-03 20:45:00,1,3,13.17,-4.78,21.13,32.5,230.0,-127.0,1190.9
2023-01-03 21:00:00,1,3,8.22,-5.31,19.75,32.6,224.0,128.0,1209.23
2023-01-03 21:15:00,1,3,8.71,-2.1,19.37,32.7,211.0,102.75,1090.96
2023-01-03 21:30:00,1,3,7.92,2.4,20.12,32.0,211.0,86.5,1145.6
2023-01-03 21:45:00,1,3,6.05,2.69,19.87,32.2,211.0,59.5,1080.37
2023-01-03 22:00:00,1,3,7.07,1.9,19.62,31.63,211.0,2.5,1173.83
2023-01-03 22:15:00,1,3,9.55,0.7,19.25,31.6,211.0,-142.0,1298.07
2023-01-03 22:30:00,1,3,10.88,-2.7,18.62,31.6,210.0,109.0,1213.24
2023-01-03 22:45:00,1,3,11.92,-2.8,19.0,31.42,210.0,110.75,1166.67
2023-01-03 23:00:00,1,3,9.02,3.1,18.5,31.2,210.0,58.63,1182.21
2023-01-03 23:15:00,1,3,12.88,1.09,18.62,30.9,210.0,85.0,1279.9
2023-01-03 23:30:00,1,3,10.27,0.2,18.12,30.92,210.0,-145.5,1497.86
2023-01-03 23:45:00,1,3,9.49,-1.9,17.38,31.08,210.0,108.25,1187.16
2023-01-04 00:00:00,1,4,9.27,-3.7,17.0,30.95,210.0,-121.0,753.54
2023-01-04 00:15:00,1,4,9.98,-6.9,16.28,30.42,210.0,76.5,1498.92
2023-01-04 00:30:00,1,4,10.98,-3.0,15.43,30.55,210.0,138.5,1533.71
2023-01-04 00:45:00,1,4,10.1,-4.79,16.13,30.55,210.0,128.0,1390.46
2023-01-04 01:00:00,1,4,10.04,-3.01,16.62,30.52,210.0,110.0,1501.01
2023-01-04 01:15:00,1,4,11.38,0.1,16.87,30.7,210.0,108.5,1522.64
2023-01-04 01:30:00,1,4,10.78,4.8,15.94,30.7,210.0,119.5,1240.89
2023-01-04 01:45:00,1,4,10.21,2.1,15.24,30.67,209.0,155.0,1528.3
2023-01-04 02:00:00,1,4,11.87,1.91,15.81,30.67,209.0,134.5,1527.34
2023-01-04 02:15:00,1,4,8.31,1.4,14.06,31.02,217.0,93.5,1077.01
2023-01-04 02:30:00,1,4,5.74,3.1,13.62,31.08,216.0,94.75,967.6
