timestamp,wind_mw,wind_speed_ms
2024-01-03 13:00:00,58.56,6.51
2024-01-03 14:00:00,298.87,3.15
2024-01-03 15:00:00,125.56,9.77
2024-01-03 16:00:00,207.72,9.47
2024-01-03 17:00:00,161.35,7.44
2024-01-03 18:00:00,149.46,8.13
2024-01-03 19:00:00,294.98,9.03
2024-01-03 20:00:00,195.05,4.87
2024-01-03 21:00:00,241.33,6.94
2024-01-03 22:00:00,214.82,9.59
2024-01-03 23:00:00,243.08,5.49
2024-01-04 00:00:00,215.65,8.59
2024-01-04 01:00:00,130.48,5.29
2024-01-04 02:00:00,263.54,8.93
2024-01-04 03:00:00,170.37,7.93
2024-01-04 04:00:00,102.85,4.77
2024-01-04 05:00:00,166.85,10.33
2024-01-04 06:00:00,279.0,6.53
2024-01-04 07:00:00,236.56,6.38
2024-01-04 08:00:00,161.45,8.4
2024-01-04 09:00:00,158.51,10.3
2024-01-04 10:00:00,157.59,5.97
2024-01-04 11:00:00,299.28,8.12
2024-01-04 12:00:00,195.77,8.86
2024-01-04 13:00:00,197.27,9.39
2024-01-04 14:00:00,232.35,8.35
2024-01-04 15:00:00,184.39,7.27
2024-01-04 16:00:00,154.52,6.34
2024-01-04 17:00:00,158.75,8.17
2024-01-04 18:00:00,167.17,5.86
2024-01-04 19:00:00,170.62,2.16
2024-01-04 20:00:00,218.33,8.87
2024-01-04 21:00:00,180.0,9.81
2024-01-04 22:00:00,223.42,3.27
2024-01-04 23:00:00,177.52,5.98
2024-01-05 00:00:00,190.27,9.24
2024-01-05 01:00:00,69.06,12.11
2024-01-05 02:00:00,247.52,8.04
2024-01-05 03:00:00,217.03,6.54
2024-01-05 04:00:00,259.88,7.63
2024-01-05 05:00:00,29.98,10.75
2024-01-05 06:00:00,332.76,6.71
2024-01-05 07:00:00,202.67,6.4
2024-01-05 08:00:00,280.94,7.03
2024-01-05 09:00:00,155.24,6.09
2024-01-05 10:00:00,257.3,8.25
2024-01-05 11:00:00,159.91,11.25
2024-01-05 12:00:00,187.9,8.65
2024-01-05 13:00:00,341.99,7.5
2024-01-05 14:00:00,217.09,7.42
2024-01-05 15:00:00,242.51,4.87
2024-01-05 16:00:00,282.14,9.77
2024-01-05 17:00:00,259.68,7.84
2024-01-05 18:00:00,238.49,7.64
2024-01-05 19:00:00,250.43,14.39
2024-01-05 20:00:00,371.35,8.6
2024-01-05 21:00:00,221.87,6.5
2024-01-05 22:00:00,235.18,7.15
2024-01-05 23:00:00,283.58,10.3
2024-01-06 00:00:00,283.97,8.23
2024-01-06 01:00:00,285.67,5.12
2024-01-06 02:00:00,249.37,9.84
2024-01-06 03:00:00,138.88,6.66
2024-01-06 04:00:00,301.77,11.75
2024-01-06 05:00:00,131.22,10.16
2024-01-06 06:00:00,214.4,7.11
2024-01-06 07:00:00,147.28,10.56
2024-01-06 08:00:00,185.11,8.14
2024-01-06 09:00:00,205.27,9.71
2024-01-06 10:00:00,201.65,8.97
2024-01-06 11:00:00,204.78,6.31
2024-01-06 12:00:00,273.71,6.71
2024-01-06 13:00:00,201.88,10.06
2024-01-06 14:00:00,158.21,7.33
2024-01-06 15:00:00,229.31,7.19
2024-01-06 16:00:00,241.9,6.09
2024-01-06 17:00:00,96.4,8.85
2024-01-06 18:00:00,205.9,12.13
2024-01-06 19:00:00,212.6,5.86
2024-01-06 20:00:00,153.61,8.05
2024-01-06 21:00:00,255.4,10.82
2024-01-06 22:00:00,165.67,7.84
2024-01-06 23:00:00,184.42,8.9
2024-01-07 00:00:00,169.08,5.88
2024-01-07 01:00:00,183.3,8.86
2024-01-07 02:00:00,119.77,7.63
2024-01-07 03:00:00,102.55,9.97
2024-01-07 04:00:00,288.21,10.37
2024-01-07 05:00:00,145.42,13.18
2024-01-07 06:00:00,140.52,9.16
2024-01-07 07:00:00,74.56,8.65
2024-01-07 08:00:00,169.12,8.39
2024-01-07 09:00:00,131.66,7.29
2024-01-07 10:00:00,312.97,8.68
2024-01-07 11:00:00,278.22,7.41
2024-01-07 12:00:00,179.25,8.34
2024-01-07 13:00:00,358.26,10.64
2024-01-07 14:00:00,284.24,5.99
2024-01-07 15:00:00,207.65,10.28
2024-01-07 16:00:00,78.57,10.63
2024-01-07 17:00:00,366.93,7.76
2024-01-07 18:00:00,146.57,3.76
2024-01-07 19:00:00,131.22,6.78
2024-01-07 20:00:00,290.82,10.59
2024-01-07 21:00:00,374.92,7.95
2024-01-07 22:00:00,310.2,6.0
2024-01-07 23:00:00,259.16,6.99
2024-01-08 00:00:00,258.8,9.68
2024-01-08 01:00:00,271.74,9.09
2024-01-08 02:00:00,263.17,7.52
2024-01-08 03:00:00,231.32,7.27
2024-01-08 04:00:00,217.3,7.22
2024-01-08 05:00:00,203.71,6.16
2024-01-08 06:00:00,158.52,11.23
2024-01-08 07:00:00,183.16,7.36
2024-01-08 08:00:00,94.66,10.43
2024-01-08 09:00:00,186.64,11.04
2024-01-08 10:00:00,129.64,10.0
2024-01-08 11:00:00,119.33,7.14
2024-01-08 12:00:00,193.16,8.81
2024-01-08 13:00:00,262.98,7.95
2024-01-08 14:00:00,231.98,6.19
2024-01-08 15:00:00,80.44,8.65
2024-01-08 16:00:00,113.48,5.64
2024-01-08 17:00:00,227.91,10.38
2024-01-08 18:00:00,111.58,7.07
2024-01-08 19:00:00,156.58,8.4
2024-01-08 20:00:00,203.06,8.57
2024-01-08 21:00:00,112.43,7.48
2024-01-08 22:00:00,177.79,9.17
2024-01-08 23:00:00,92.81,7.05
2024-01-09 00:00:00,138.59,9.74
2024-01-09 01:00:00,196.07,5.31
2024-01-09 02:00:00,83.88,8.25
2024-01-09 03:00:00,208.79,11.88
2024-01-09 04:00:00,184.37,6.0
2024-01-09 05:00:00,222.11,6.64
2024-01-09 06:00:00,205.97,9.03
2024-01-09 07:00:00,278.09,8.36
2024-01-09 08:00:00,207.51,8.7
2024-01-09 09:00:00,178.0,8.98
2024-01-09 10:00:00,214.8,9.27
2024-01-09 11:00:00,243.64,10.22
2024-01-09 12:00:00,217.38,8.82
2024-01-09 13:00:00,220.07,7.52
2024-01-09 14:00:00,178.42,9.35
2024-01-09 15:00:00,183.34,11.8
2024-01-09 16:00:00,141.17,7.73
2024-01-09 17:00:00,332.12,6.05
2024-01-09 18:00:00,153.9,10.21
2024-01-09 19:00:00,187.89,7.76
2024-01-09 20:00:00,186.84,3.65
2024-01-09 21:00:00,283.64,9.69
2024-01-09 22:00:00,211.77,6.93
2024-01-09 23:00:00,303.4,7.82
2024-01-10 00:00:00,186.74,8.66
2024-01-10 01:00:00,242.07,8.38
2024-01-10 02:00:00,172.99,9.42
2024-01-10 03:00:00,349.25,7.13
2024-01-10 04:00:00,146.38,9.03
2024-01-10 05:00:00,233.04,7.48
2024-01-10 06:00:00,249.07,9.48
2024-01-10 07:00:00,232.29,9.23
2024-01-10 08:00:00,192.64,6.13
2024-01-10 09:00:00,192.21,10.17
2024-01-10 10:00:00,198.87,6.93
2024-01-10 11:00:00,183.72,9.62
2024-01-10 12:00:00,246.79,8.73
2024-01-10 13:00:00,318.18,11.68
2024-01-10 14:00:00,148.92,7.55
2024-01-10 15:00:00,97.28,7.3
2024-01-10 16:00:00,171.59,7.96
2024-01-10 17:00:00,329.45,7.39
2024-01-10 18:00:00,124.63,9.6
2024-01-10 19:00:00,269.82,4.77
2024-01-10 20:00:00,271.19,5.89
2024-01-10 21:00:00,136.84,5.86
2024-01-10 22:00:00,204.2,9.9
2024-01-10 23:00:00,268.24,11.42
2024-01-11 00:00:00,148.72,7.79
2024-01-11 01:00:00,160.64,7.66
2024-01-11 02:00:00,139.77,8.14
2024-01-11 03:00:00,116.0,10.32
2024-01-11 04:00:00,140.51,6.15
2024-01-11 05:00:00,108.93,8.48
2024-01-11 06:00:00,187.59,9.95
2024-01-11 07:00:00,142.76,9.0
2024-01-11 08:00:00,206.57,8.38
2024-01-11 09:00:00,102.89,10.0
2024-01-11 10:00:00,219.85,2.59
2024-01-11 11:00:00,253.77,9.36
2024-01-11 12:00:00,87.84,6.69
2024-01-11 13:00:00,233.49,4.34
2024-01-11 14:00:00,288.11,9.02
2024-01-11 15:00:00,145.06,10.75
2024-01-11 16:00:00,320.89,7.73
2024-01-11 17:00:00,248.26,9.91
2024-01-11 18:00:00,183.03,11.22
2024-01-11 19:00:00,223.8,10.63
2024-01-11 20:00:00,262.03,11.28
2024-01-11 21:00:00,234.03,9.48
2024-01-11 22:00:00,262.27,8.15
2024-01-11 23:00:00,174.7,4.8
2024-01-12 00:00:00,239.63,7.51
2024-01-12 01:00:00,143.71,6.31
2024-01-12 02:00:00,220.47,12.34
2024-01-12 03:00:00,171.1,7.65
2024-01-12 04:00:00,178.98,8.25
2024-01-12 05:00:00,294.7,9.1
2024-01-12 06:00:00,283.11,8.09
2024-01-12 07:00:00,251.0,11.39
2024-01-12 08:00:00,145.5,6.75
2024-01-12 09:00:00,188.48,8.39
2024-01-12 10:00:00,276.55,6.52
2024-01-12 11:00:00,208.5,5.36
2024-01-12 12:00:00,335.4,6.78
2024-01-12 13:00:00,216.14,7.93
2024-01-12 14:00:00,200.48,7.14
2024-01-12 15:00:00,167.0,6.62
2024-01-12 16:00:00,190.38,5.19
2024-01-12 17:00:00,170.32,7.83
2024-01-12 18:00:00,219.37,4.99
2024-01-12 19:00:00,232.07,9.52
2024-01-12 20:00:00,125.7,8.16
2024-01-12 21:00:00,91.59,5.08
2024-01-12 22:00:00,60.36,7.38
2024-01-12 23:00:00,200.54,6.5
2024-01-13 00:00:00,103.86,8.64
2024-01-13 01:00:00,41.36,10.68
2024-01-13 02:00:00,194.78,4.25
2024-01-13 03:00:00,322.44,8.23
2024-01-13 04:00:00,174.31,7.68
2024-01-13 05:00:00,227.19,9.34
2024-01-13 06:00:00,184.37,8.43
2024-01-13 07:00:00,176.43,6.5
2024-01-13 08:00:00,240.69,7.36
2024-01-13 09:00:00,171.54,6.41
2024-01-13 10:00:00,208.58,10.15
2024-01-13 11:00:00,215.54,8.04
2024-01-13 12:00:00,159.91,11.8
2024-01-13 13:00:00,263.28,7.88
2024-01-13 14:00:00,196.96,6.58
2024-01-13 15:00:00,165.7,4.97
2024-01-13 16:00:00,246.64,4.39
2024-01-13 17:00:00,163.73,4.83
2024-01-13 18:00:00,222.23,8.53
2024-01-13 19:00:00,222.57,9.02
2024-01-13 20:00:00,290.48,4.84
2024-01-13 21:00:00,255.63,9.79
2024-01-13 22:00:00,227.03,7.03
2024-01-13 23:00:00,278.53,8.29
2024-01-14 00:00:00,313.35,11.22
2024-01-14 01:00:00,263.41,9.79
2024-01-14 02:00:00,230.09,7.46
2024-01-14 03:00:00,149.82,6.22
2024-01-14 04:00:00,163.24,3.7
2024-01-14 05:00:00,207.02,6.56
2024-01-14 06:00:00,186.54,7.58
2024-01-14 07:00:00,209.32,6.03
2024-01-14 08:00:00,221.03,7.74
2024-01-14 09:00:00,246.23,8.15
2024-01-14 10:00:00,206.81,7.55
2024-01-14 11:00:00,236.65,6.7
2024-01-14 12:00:00,207.63,8.34
2024-01-14 13:00:00,81.47,8.88
2024-01-14 14:00:00,139.88,5.82
2024-01-14 15:00:00,183.89,10.82
2024-01-14 16:00:00,116.37,7.8
2024-01-14 17:00:00,221.54,8.04
2024-01-14 18:00:00,274.21,9.42
2024-01-14 19:00:00,252.59,8.47
2024-01-14 20:00:00,164.08,9.91
2024-01-14 21:00:00,264.11,8.57
2024-01-14 22:00:00,181.78,6.78
2024-01-14 23:00:00,151.24,8.72
2024-01-15 00:00:00,133.73,5.71
2024-01-15 01:00:00,151.91,8.22
2024-01-15 02:00:00,146.77,7.93
2024-01-15 03:00:00,180.76,7.58
2024-01-15 04:00:00,181.1,7.74
2024-01-15 05:00:00,173.04,4.24
2024-01-15 06:00:00,200.89,6.9
2024-01-15 07:00:00,248.32,8.19
2024-01-15 08:00:00,236.44,8.32
2024-01-15 09:00:00,93.27,5.94
2024-01-15 10:00:00,32.31,10.53
2024-01-15 11:00:00,245.02,6.27
2024-01-15 12:00:00,110.53,9.94
2024-01-15 13:00:00,182.75,8.85
2024-01-15 14:00:00,129.79,6.71
2024-01-15 15:00:00,95.64,11.55
2024-01-15 16:00:00,239.95,5.61
2024-01-15 17:00:00,256.59,9.84
2024-01-15 18:00:00,179.86,10.0
2024-01-15 19:00:00,62.17,6.66
2024-01-15 20:00:00,187.76,10.78
2024-01-15 21:00:00,246.62,7.5
2024-01-15 22:00:00,136.6,8.58
2024-01-15 23:00:00,238.15,8.52
2024-01-16 00:00:00,227.61,7.73
2024-01-16 01:00:00,264.23,9.62
2024-01-16 02:00:00,237.12,9.59
2024-01-16 03:00:00,171.56,4.5
2024-01-16 04:00:00,301.26,10.61
2024-01-16 05:00:00,219.02,4.68
2024-01-16 06:00:00,225.51,10.07
2024-01-16 07:00:00,169.33,10.25
2024-01-16 08:00:00,196.52,5.82
2024-01-16 09:00:00,167.45,7.18
2024-01-16 10:00:00,207.26,5.79
2024-01-16 11:00:00,317.16,7.57
2024-01-16 12:00:00,128.73,7.38
2024-01-16 13:00:00,110.65,9.56
2024-01-16 14:00:00,292.03,10.62
2024-01-16 15:00:00,187.44,10.79
2024-01-16 16:00:00,156.1,6.88
2024-01-16 17:00:00,254.93,7.58
2024-01-16 18:00:00,152.62,4.63
2024-01-16 19:00:00,295.11,6.39
2024-01-16 20:00:00,223.04,9.93
2024-01-16 21:00:00,150.19,11.23
2024-01-16 22:00:00,306.32,5.53
2024-01-16 23:00:00,138.33,6.82
2024-01-17 00:00:00,217.38,7.95
2024-01-17 01:00:00,189.43,8.56
2024-01-17 02:00:00,248.64,6.38
2024-01-17 03:00:00,263.75,8.85
2024-01-17 04:00:00,171.98,7.05
2024-01-17 05:00:00,125.33,7.97
2024-01-17 06:00:00,199.07,9.09
2024-01-17 07:00:00,132.19,8.01
2024-01-17 08:00:00,295.47,7.13
2024-01-17 09:00:00,185.08,7.78
2024-01-17 10:00:00,157.54,7.82
2024-01-17 11:00:00,193.45,7.26
2024-01-17 12:00:00,104.72,7.48
2024-01-17 13:00:00,130.66,11.2
2024-01-17 14:00:00,264.56,9.12
2024-01-17 15:00:00,156.83,7.41
2024-01-17 16:00:00,137.19,9.39
2024-01-17 17:00:00,235.96,7.33
2024-01-17 18:00:00,278.6,10.35
2024-01-17 19:00:00,254.18,8.74
2024-01-17 20:00:00,274.22,7.79
2024-01-17 21:00:00,172.23,8.9
2024-01-17 22:00:00,135.23,4.86
2024-01-17 23:00:00,313.2,5.75
2024-01-18 00:00:00,205.97,5.61
2024-01-18 01:00:00,212.09,8.29
2024-01-18 02:00:00,308.22,11.47
2024-01-18 03:00:00,262.84,12.46
2024-01-18 04:00:00,257.29,9.28
2024-01-18 05:00:00,359.84,9.0
2024-01-18 06:00:00,190.86,4.4
2024-01-18 07:00:00,284.2,6.91
2024-01-18 08:00:00,230.57,6.42
2024-01-18 09:00:00,241.45,6.76
2024-01-18 10:00:00,314.82,7.66
2024-01-18 11:00:00,251.01,7.06
2024-01-18 12:00:00,249.93,4.04
2024-01-18 13:00:00,278.8,9.5
2024-01-18 14:00:00,189.15,5.85
2024-01-18 15:00:00,157.11,8.48
2024-01-18 16:00:00,141.07,12.15
2024-01-18 17:00:00,82.02,6.16
2024-01-18 18:00:00,319.61,2.94
2024-01-18 19:00:00,126.35,7.43
2024-01-18 20:00:00,175.68,10.2
2024-01-18 21:00:00,168.94,11.92
2024-01-18 22:00:00,200.81,5.54
2024-01-18 23:00:00,228.41,8.99
2024-01-19 00:00:00,228.51,7.07
2024-01-19 01:00:00,139.69,7.79
2024-01-19 02:00:00,162.83,13.29
2024-01-19 03:00:00,188.42,4.99
2024-01-19 04:00:00,155.61,8.51
2024-01-19 05:00:00,266.5,8.94
2024-01-19 06:00:00,199.52,10.17
2024-01-19 07:00:00,214.62,8.2
2024-01-19 08:00:00,211.24,8.62
2024-01-19 09:00:00,243.26,7.22
2024-01-19 10:00:00,185.53,8.54
2024-01-19 11:00:00,99.07,7.31
2024-01-19 12:00:00,203.44,9.24
2024-01-19 13:00:00,143.29,7.26
2024-01-19 14:00:00,153.83,8.75
2024-01-19 15:00:00,224.14,7.94
2024-01-19 16:00:00,266.84,10.25
2024-01-19 17:00:00,197.52,7.9
2024-01-19 18:00:00,218.53,4.45
2024-01-19 19:00:00,305.89,10.52
2024-01-19 20:00:00,221.91,6.19
2024-01-19 21:00:00,367.14,6.69
2024-01-19 22:00:00,248.38,6.81
2024-01-19 23:00:00,111.99,10.75
2024-01-20 00:00:00,265.74,3.73
2024-01-20 01:00:00,245.98,14.28
2024-01-20 02:00:00,302.72,10.11
2024-01-20 03:00:00,267.54,8.45
2024-01-20 04:00:00,220.22,7.89
2024-01-20 05:00:00,156.01,8.57
2024-01-20 06:00:00,217.4,9.04
2024-01-20 07:00:00,178.91,9.29
2024-01-20 08:00:00,194.64,9.11
2024-01-20 09:00:00,263.85,8.18
2024-01-20 10:00:00,327.34,7.61
2024-01-20 11:00:00,249.01,7.7
2024-01-20 12:00:00,151.36,7.61
2024-01-20 13:00:00,247.21,10.27
2024-01-20 14:00:00,289.43,9.19
2024-01-20 15:00:00,177.87,2.12
2024-01-20 16:00:00,203.0,9.31
2024-01-20 17:00:00,208.34,8.39
2024-01-20 18:00:00,156.67,7.96
2024-01-20 19:00:00,238.9,7.22
2024-01-20 20:00:00,188.98,10.25
2024-01-20 21:00:00,217.71,9.9
2024-01-20 22:00:00,135.71,6.45
2024-01-20 23:00:00,159.3,8.81
2024-01-21 00:00:00,225.71,6.06
2024-01-21 01:00:00,157.09,5.24
2024-01-21 02:00:00,280.5,6.75
2024-01-21 03:00:00,150.69,9.72
2024-01-21 04:00:00,186.34,9.91
2024-01-21 05:00:00,227.42,9.03
2024-01-21 06:00:00,85.43,9.45
2024-01-21 07:00:00,64.41,9.03
2024-01-21 08:00:00,78.52,6.72
2024-01-21 09:00:00,246.29,8.86
2024-01-21 10:00:00,138.36,9.6
2024-01-21 11:00:00,326.35,9.51
2024-01-21 12:00:00,140.82,10.38
2024-01-21 13:00:00,187.96,9.42
2024-01-21 14:00:00,271.99,8.7
2024-01-21 15:00:00,302.73,10.14
2024-01-21 16:00:00,309.24,7.95
2024-01-21 17:00:00,261.46,6.24
2024-01-21 18:00:00,253.98,7.67
2024-01-21 19:00:00,231.79,6.51
